,cloudiness,country,date,humidity,latitude,longitude,max temperature,name,wind speed
371,90,BO,1549224000,64,-19.79,-63.2,75.2,Charagua,4.7
372,36,NZ,1549226124,66,-46.28,169.85,61.08,Kaitangata,11.65
373,92,UA,1549226125,94,49.59,34.55,33.9,Poltava,11.1
374,90,US,1549223940,100,44.16,-94.0,33.44,Mankato,5.82
375,92,IR,1549226127,100,25.29,60.65,69.81,Chabahar,11.21
376,0,NA,1549224000,60,-22.95,14.51,69.8,Walvis Bay,3.36
377,0,GH,1549226128,100,4.87,-2.24,82.19,Axim,8.97
378,40,BO,1549224000,37,-19.0,-57.72,96.8,Puerto Quijarro,6.93
379,0,NO,1549223400,80,59.36,5.22,33.8,Visnes,18.34
380,40,RU,1549224000,84,53.14,59.15,1.4,Svetlogorsk,2.24
381,20,ID,1549220400,100,-5.32,119.37,77.0,Galesong,2.24
382,0,NP,1549226132,74,29.28,82.18,5.24,Jumla,2.15
383,76,RU,1549226132,58,58.04,60.55,-12.0,Verkhnyaya Salda,6.06
384,88,JP,1549226133,91,43.32,145.57,34.49,Nemuro,25.86
385,0,KZ,1549224000,83,52.04,76.93,-13.01,Aksu,11.18
386,80,RU,1549226134,58,65.95,111.51,-21.09,Aykhal,8.41
387,68,ZM,1549226135,98,-14.8,24.8,65.13,Kaoma,1.36
388,80,RU,1549226135,85,57.8,158.67,13.7,Tigil,9.75
389,0,AR,1549224000,53,-45.87,-67.48,73.4,Comodoro Rivadavia,4.7
390,0,YE,1549226137,74,14.4,46.47,48.35,Marzuq,2.59
391,56,MZ,1549226137,72,-16.16,33.59,80.07,Tete,5.95
392,0,CD,1549226138,85,0.12,29.29,60.54,Butembo,0.58
393,75,SI,1549225200,86,46.14,14.39,41.0,Rakovnik,4.7
394,80,ZM,1549226139,97,-8.77,31.12,61.71,Mpulungu,2.59
395,0,BR,1549226139,26,-15.62,-46.42,95.6,Buritis,3.38
396,12,NZ,1549225940,77,-45.87,170.5,63.47,Dunedin,3.6
397,75,PT,1549224000,82,37.72,-25.43,62.6,Vila Franca do Campo,13.87
398,90,CZ,1549224720,98,49.91,17.37,32.0,Bridlicna,2.24
399,20,TZ,1549226142,99,-3.59,30.72,63.24,Kibondo,2.93
400,75,CA,1549224000,51,50.2,-66.38,10.4,Sept-Iles,6.93
401,90,CA,1549224000,70,49.78,-74.86,1.4,Chapais,8.05
402,0,MX,1549226144,66,18.0,-102.23,82.32,La Orilla,5.61
403,40,AR,1549224000,53,-33.13,-64.35,73.4,Rio Cuarto,17.22
404,0,IN,1549226146,59,21.64,69.61,69.36,Porbandar,14.0
405,56,PH,1549226146,100,13.32,122.68,76.25,San Andres,6.73
406,88,CN,1549226147,87,32.73,108.99,30.8,Ankang,1.59
407,80,PG,1549226148,100,-5.21,145.81,74.67,Madang,3.49
408,32,RU,1549226148,87,53.59,142.95,-14.52,Okha,3.71
409,90,US,1549223880,96,34.88,-76.9,53.06,Havelock,14.99
410,80,UA,1549226149,95,51.37,23.94,36.92,Zaozerne,10.42
411,75,JP,1549224000,93,34.68,135.8,53.6,Nara,4.7
412,40,NO,1549223400,63,78.22,15.63,28.4,Longyearbyen,11.41
413,88,PF,1549226152,100,-16.78,-151.5,81.74,Tevaitoa,15.46
414,8,RU,1549226152,81,63.05,179.32,24.81,Beringovskiy,10.54
415,20,KH,1549226153,82,11.99,105.46,76.02,Kampong Cham,6.96
416,40,BR,1549224000,74,-5.2,-35.46,84.2,Touros,9.17
417,40,IT,1549225200,76,41.54,12.73,48.2,Campoverde,6.93
418,56,GA,1549226155,96,2.08,11.49,71.16,Bitam,2.37
419,40,AR,1549220400,28,-51.62,-69.22,86.0,Rio Gallegos,13.87
420,0,NG,1549226156,30,10.52,10.33,71.16,Bure,6.62
421,0,SY,1549226157,74,35.3,37.18,40.47,Abu Samrah,5.95
422,76,ZA,1549226157,91,-34.0,24.73,68.64,Kruisfontein,16.8
423,68,AU,1549224000,61,-35.12,147.37,77.0,Wagga Wagga,6.93
424,0,AZ,1549224000,80,39.41,45.57,33.8,Sahbuz,9.17
425,20,CA,1549224000,49,44.65,-63.58,24.8,Halifax,12.75
426,92,HU,1549226160,93,48.29,20.43,42.36,Putnok,4.05
427,0,IL,1549225200,58,31.8,34.94,60.8,Gizo,4.7
428,32,AR,1549226161,81,-26.79,-60.44,79.53,Presidencia Roque Saenz Pena,14.12
429,92,AU,1549224000,94,-28.0,153.41,71.6,Gold Coast,3.36
430,40,CL,1549224000,72,-29.95,-71.34,68.0,Coquimbo,13.87
431,5,SA,1549224000,46,17.54,44.22,69.8,Najran,9.17
432,0,TR,1549225200,93,36.62,29.12,50.0,Fethiye,4.7
433,24,SL,1549226164,62,7.62,-11.83,84.17,Mattru,6.62
434,40,PT,1549224000,93,38.73,-27.07,59.0,Praia da Vitoria,24.52
435,0,GL,1549226166,89,68.71,-52.87,17.25,Aasiaat,18.48
436,88,GF,1549226167,93,5.38,-52.96,80.39,Sinnamary,12.21
437,0,IN,1549226034,79,25.52,90.21,52.53,Tura,3.49
438,12,BR,1549226168,71,-1.77,-55.87,85.34,Oriximina,3.49
439,20,BB,1549224000,58,13.22,-59.52,82.4,Bathsheba,10.29
440,92,MG,1549226169,100,-13.19,49.05,71.12,Ambilobe,3.49
441,0,CY,1549224000,76,34.88,33.59,57.2,Dromolaxia,5.82
442,64,MZ,1549226170,93,-13.13,39.0,72.69,Montepuez,2.93
443,40,BS,1549224000,78,26.54,-78.7,77.0,Freeport,8.05
444,0,CN,1549226171,28,52.34,124.71,-20.51,Tahe,8.52
445,90,US,1549223580,83,44.37,-100.35,10.94,Pierre,17.22
446,40,BW,1549224000,57,-19.99,23.42,80.6,Maun,10.29
447,0,NA,1549226174,15,-24.83,16.98,68.73,Maltahohe,8.08
448,88,PF,1549226174,100,-16.7,-151.02,81.74,Fare,15.46
449,0,IN,1549224000,93,28.58,77.04,50.0,Dwarka,3.38
450,0,IN,1549226176,83,30.03,77.1,46.59,Sura,2.48
451,0,IN,1549226177,82,16.93,82.22,72.2,Kakinada,10.2
452,75,US,1549223700,66,30.3,-99.24,71.96,Harper,13.87
453,1,US,1549225380,54,39.12,-77.56,59.36,Leesburg,5.39
454,24,RU,1549226179,0,70.0,135.55,-51.42,Ust-Kuyga,3.15
455,0,VN,1549226180,89,9.93,106.35,76.83,Tra Vinh,9.08
456,0,VE,1549225961,30,8.92,-67.43,95.28,Calabozo,9.08
457,0,CL,1549226181,58,-25.41,-70.49,77.24,Taltal,4.72
458,0,MG,1549226182,100,-20.3,44.28,79.4,Morondava,2.93
459,88,RU,1549226182,96,46.69,38.75,37.95,Yekaterinovka,8.19
460,92,UA,1549226183,92,49.25,30.1,38.22,Zhashkiv,12.77
461,48,RU,1549226183,67,45.09,133.51,2.22,Kirovskiy,7.4
462,90,PH,1549224000,83,14.29,120.72,77.0,Ternate,9.17
463,0,UG,1549226185,55,1.32,32.46,68.91,Nakasongola,9.08
464,36,MN,1549226185,61,46.68,113.28,-9.71,Baruun-Urt,9.42
465,0,GL,1549226186,67,65.42,-52.9,17.61,Maniitsoq,18.25
466,76,BS,1549226164,100,26.54,-77.06,73.55,Marsh Harbour,14.12
467,1,US,1549224900,78,26.14,-81.79,82.4,Naples,8.05
468,0,FR,1549224000,80,44.83,-0.61,35.6,Saint-Augustin,2.24
469,0,RU,1549226188,0,54.44,113.59,-43.23,Bagdarin,2.59
470,20,MN,1549226189,29,49.49,105.92,-22.08,Darhan,2.93
471,0,AU,1549224000,88,-31.43,152.91,66.2,Port Macquarie,4.7
472,36,RU,1549226190,0,68.54,146.19,-39.99,Belaya Gora,2.93
473,88,SO,1549226191,100,9.49,50.81,76.34,Bandarbeyla,15.23
474,0,TD,1549226192,52,13.21,18.34,74.99,Ati,2.59
475,20,JM,1549224000,69,18.03,-77.85,82.4,Black River,11.41
476,90,US,1549224420,76,45.36,-122.61,46.04,Oregon City,9.17
477,12,MV,1549226196,99,0.53,72.93,83.04,Thinadhoo,13.67
478,40,AI,1549224000,65,18.22,-63.06,82.4,The Valley,12.75
479,20,IR,1549224000,37,31.89,54.36,42.8,Yazd,11.41
480,80,PG,1549226197,100,-2.67,141.3,81.87,Vanimo,13.11
481,0,NA,1549226198,95,-22.12,14.28,64.23,Henties Bay,4.61
482,0,NG,1549226199,25,10.52,7.44,74.0,Kaduna,9.42
483,0,IN,1549226200,48,22.62,71.45,59.64,Muli,6.51
484,0,CO,1549226201,58,9.74,-75.52,89.34,San Onofre,12.1
485,92,JP,1549226201,100,43.93,141.67,36.69,Rumoi,8.63
486,40,UY,1549224000,60,-34.76,-56.41,71.6,Delta del Tigre,13.87
487,92,PL,1549226203,97,53.83,22.36,33.9,Elk,7.96
488,0,NO,1549223400,80,59.79,5.78,33.8,Gravdal,18.34
489,75,AU,1549224000,94,-28.95,153.24,71.6,Codrington,3.6
490,20,CA,1549224000,46,54.52,-128.61,6.8,Terrace,14.99
491,0,VN,1549226205,80,11.3,106.1,76.25,Tay Ninh,8.08
492,40,PE,1549224000,69,-12.06,-77.04,82.4,Lima,13.87
493,90,US,1549223580,76,43.71,-98.03,19.04,Mitchell,16.11
494,90,FR,1549224000,69,46.09,3.45,37.4,Hauterive,10.29
495,75,CH,1549225200,96,47.46,8.99,32.0,Sirnach,2.48
496,75,US,1549223880,70,29.74,-97.91,73.04,Galle,12.75
497,75,AU,1549224240,88,-12.18,136.78,80.6,Nhulunbuy,14.99
498,88,RU,1549226210,80,56.31,66.27,-7.77,Uporovo,7.96
499,75,BR,1549224000,78,-9.67,-35.74,80.6,Maceio,11.41
500,90,AU,1549224000,100,-20.73,139.49,71.6,Mount Isa,14.99
501,20,SV,1549223400,43,13.27,-88.55,89.6,Puerto El Triunfo,9.17
502,20,RU,1549226214,70,65.8,87.96,-35.99,Turukhansk,2.71
503,0,AR,1549226024,22,-43.25,-65.31,90.47,Trelew,14.45
504,90,SE,1549223400,85,62.49,17.33,10.4,Timra,10.29
505,56,RW,1549226215,71,-1.65,29.38,67.34,Kabare,2.59
506,44,MG,1549226216,100,-14.27,50.17,80.88,Sambava,14.67
507,0,LY,1549226217,44,31.95,12.03,44.12,Jadu,10.65
508,76,UA,1549224000,93,48.22,33.85,37.4,Yuzhne,13.42
509,92,AF,1549226218,87,33.97,68.95,21.89,Baraki Barak,1.03
510,0,IN,1549226216,99,11.67,92.75,82.68,Port Blair,11.1
511,0,PH,1549226221,100,5.89,124.83,68.42,Katubao,1.36
512,40,GR,1549225200,41,37.83,20.77,60.8,Katastarion,6.93
513,0,SL,1549226223,76,7.99,-10.85,78.27,Daru,7.4
514,0,AU,1549224000,57,-34.55,146.4,78.8,Leeton,12.75
515,88,SO,1549226225,83,5.35,48.53,76.02,Hobyo,17.13
516,0,CY,1549224000,81,34.78,32.57,57.2,Nata,3.36
517,88,NZ,1549226226,98,-35.62,174.5,70.67,Ngunguru,15.79
518,80,BR,1549226226,75,-1.82,-44.87,82.05,Cururupu,7.18
519,0,RU,1549226227,78,68.05,39.51,-12.27,Ostrovnoy,8.41
520,24,RU,1549226228,35,56.08,98.48,-23.84,Kvitok,5.5
521,92,RU,1549226229,88,59.92,32.34,29.9,Volkhov,9.42
522,100,RU,1549226230,98,54.48,37.69,33.27,Yasnogorsk,10.76
523,5,MX,1549223160,62,16.99,-99.26,84.2,Tecoanapa,8.05
524,75,NO,1549225200,74,61.99,5.14,33.8,Raudeberg,16.11
525,56,ZA,1549226233,99,-30.74,30.45,70.35,Port Shepstone,3.71
526,90,JP,1549224240,93,35.32,139.28,60.8,Oiso,12.75
527,68,IN,1549226234,75,34.16,77.58,-13.62,Leh,0.36
528,75,US,1549224960,77,47.91,-97.06,1.4,Grand Forks,14.99
529,24,BR,1549226235,79,-5.81,-61.3,84.8,Manicore,2.37
530,75,IR,1549224000,87,27.21,60.69,59.0,Iranshahr,9.17
531,0,RU,1549226237,60,52.99,116.91,-35.27,Bukachacha,2.15
532,40,JP,1549224180,72,33.93,134.5,59.0,Katsuura,23.04
533,36,BR,1549226238,56,-20.63,-46.0,86.87,Ponta do Sol,3.49
534,0,NE,1549226239,17,13.98,10.27,73.77,Goure,10.42
535,20,DE,1549225200,74,48.62,10.02,33.8,Gerstetten,8.05
536,8,MX,1549226240,34,27.06,-101.55,79.08,San Buenaventura,3.04
537,36,RU,1549226240,0,60.35,102.28,-42.69,Vanavara,3.38
538,68,RU,1549226241,59,59.7,150.17,-2.91,Arman,10.76
539,0,UA,1549224000,100,46.61,31.55,42.8,Ochakiv,15.66
540,44,JP,1549226242,100,34.7,138.93,62.43,Shimoda,31.23
541,90,US,1549224900,80,33.16,-94.97,65.48,Mount Pleasant,11.41
542,90,RU,1549224000,85,56.15,44.2,24.8,Kstovo,2.24
543,64,CA,1549226245,79,54.72,-113.29,-13.67,Athabasca,5.17
544,0,AR,1549226246,22,-43.3,-65.11,90.47,Rawson,14.45
545,0,FR,1549224000,94,46.42,3.91,35.6,Saint-Francois,10.29
546,75,PE,1549224000,83,-7.96,-79.24,78.8,Santiago de Cao,9.17
547,20,ZM,1549226247,95,-11.84,31.4,60.45,Mpika,3.15
548,0,CN,1549226248,72,40.29,97.04,12.17,Yumen,14.0
549,36,CN,1549226249,77,30.29,112.23,34.85,Buhe,5.17
550,0,CF,1549226249,57,7.3,18.29,79.04,Batangafo,3.71
551,92,AF,1549226251,93,34.35,62.22,45.02,Herat,7.74
552,5,MX,1549223160,62,16.86,-99.88,84.2,Acapulco,8.05
553,75,CO,1549220400,55,3.86,-74.93,86.0,Purificacion,9.17
554,0,TR,1549226252,57,40.16,38.09,12.3,Susehri,2.59
555,20,CA,1549224000,47,50.23,-63.6,12.2,Havre-Saint-Pierre,11.41
556,40,CU,1549223400,40,20.25,-76.54,89.6,Guisa,5.82
557,80,TH,1549226255,87,6.84,101.18,77.15,Nong Chik,3.6
558,20,MG,1549224000,83,-16.11,46.64,80.6,Marovoay,4.7
559,0,NG,1549226256,42,9.67,8.4,67.34,Matagami,6.51
560,20,CL,1549224000,36,-33.73,-70.74,91.4,Buin,9.17
561,90,US,1549224900,93,34.64,-120.46,57.92,Lompoc,8.05
562,88,ID,1549226258,96,-3.01,114.39,77.87,Kualakapuas,2.59
563,80,RU,1549226258,85,59.99,45.81,15.59,Kichmengskiy Gorodok,7.4
564,0,RU,1549226259,51,48.6,133.81,-3.41,Smidovich,10.54
565,40,BR,1549224000,39,2.82,-60.67,95.0,Boa Vista,4.7
566,0,GB,1549225200,87,53.29,-3.71,46.4,Colwyn Bay,12.75
567,0,AE,1549224000,82,24.47,54.37,68.0,Abu Dhabi,3.94
568,40,PE,1549224000,54,-18.01,-70.25,78.8,Tacna,12.75
569,75,US,1549223760,64,41.7,-71.42,42.98,Warwick,8.05
570,48,LY,1549226264,43,31.86,10.98,45.96,Nalut,11.43
571,100,LK,1549226265,100,7.42,81.82,73.37,Kalmunai,3.6
572,92,PL,1549226266,97,50.85,19.97,36.02,Wloszczowa,6.62
573,56,ID,1549226267,95,-7.38,108.21,65.45,Kawalu,2.04
574,90,SE,1549223400,92,56.66,16.36,28.4,Kalmar,8.05
575,75,TW,1549224000,88,24.75,121.75,68.0,Yilan,9.17
576,92,PH,1549226269,100,13.72,123.58,74.49,Sabang,11.1
